name,updated_name,dataset,image_size,image_size_rat,image_size_cat,param_count,size,architecture,technique,dataset-size,imagenet-zeroshot-val-top1,imagenetv2-zeroshot-val-top1,imagenets-zeroshot-val-top1,imagenetr-zeroshot-val-top1,imageneta-zeroshot-val-top1,imagenet-average-robustness,imagenet-effective-robustness,in100-zeroshot-val-top1,in100v2-zeroshot-val-top1,in100s-zeroshot-val-top1,in100r-zeroshot-val-top1,in100a-zeroshot-val-top1,in100-average-robustness,in100-effective-robustness,in100-dogs-zeroshot-val-top1,in100-dogs-v2-zeroshot-val-top1,in100-dogs-s-zeroshot-val-top1,in100-dogs-r-zeroshot-val-top1,in100-dogs-a-zeroshot-val-top1,in100-dogs-average-robustness,in100-dogs-effective-robustness
adv_inception_v3,adv_inception_v3,in1k,299,0.37375,M,23.83,S,Convolution,Conventional,1200000,0.793,0.677,0.281,0.401,0.11,0.367,0.463,0.8884,0.796,0.412158174,0.406279734,0.152404747,0.442,0.498,0.703,0.544,0.365354331,0.618132924,0.352272727,0.47,0.669
bat_resnext26ts,bat_resnext26ts,in1k,256,0.32,M,10.73,S,Convolution,Conventional,1200000,0.784,0.669,0.268,0.392,0.089,0.355,0.453,0.9478,0.883,0.444816054,0.417063114,0.267332917,0.503,0.531,0.8122,0.615,0.372244094,0.605455244,0.488636364,0.52,0.64
beit_base_patch16_224,beit_base_patch16_224.in22k_ft_in22k_in1k,in21k,224,0.28,S,86.53,M,ViT,Conventional,14200000,0.851,0.754,0.411,0.54,0.507,0.553,0.65,0.98,0.94,0.731,0.637,0.677,0.746,0.761,0.8516,0.708,0.488,0.753,0.693,0.661,0.776
beit_base_patch16_384,beit_base_patch16_384.in22k_ft_in22k_in1k,in21k,384,0.48,M,86.74,M,ViT,Conventional,14200000,0.866,0.77,0.504,0.66,0.659,0.648,0.748,0.982,0.948,0.753,0.662,0.802,0.791,0.805,0.868,0.742,0.499,0.769,0.886,0.724,0.834
beit_large_patch16_512,beit_large_patch16_512.in22k_ft_in22k_in1k,in21k,512,0.64,L,305.67,L,ViT,Conventional,14200000,0.884,0.799,0.577,0.788,0.817,0.745,0.843,0.986,0.958,0.815,0.755,0.915,0.861,0.873,0.893,0.781,0.578,0.846,0.932,0.784,0.878
botnet26t_256,botnet26t_256,in1k,256,0.32,M,12.49,S,ViT,Conventional,1200000,0.794,0.68,0.284,0.405,0.116,0.371,0.467,0.9526,0.895,0.42317529,0.409768474,0.297314179,0.506,0.531,0.8182,0.634,0.368897638,0.584325778,0.522727273,0.527,0.644
cait_m36_384,cait_m36_384,in1k,384,0.48,M,271.22,L,ViT,Conventional,1200000,0.858,0.761,0.456,0.591,0.578,0.597,0.696,0.979,0.944,0.638402518,0.590231526,0.72142411,0.724,0.74,0.88,0.759,0.528543307,0.792162889,0.897727273,0.744,0.845
cait_m48_448,cait_m48_448,in1k,448,0.56,L,356.46,L,ViT,Conventional,1200000,0.863,0.768,0.488,0.641,0.623,0.63,0.73,0.9808,0.946,0.638795987,0.575483666,0.773891318,0.734,0.748,0.882,0.761,0.541141732,0.808298118,0.886363636,0.749,0.849
cait_s24_224,cait_s24_224,in1k,224,0.28,S,46.92,S,ViT,Conventional,1200000,0.828,0.723,0.344,0.469,0.312,0.462,0.558,0.9706,0.927,0.568168404,0.510307644,0.516552155,0.631,0.65,0.8476,0.705,0.487401575,0.735689589,0.647727273,0.644,0.76
cait_s24_384,cait_s24_384,in1k,384,0.48,M,47.06,S,ViT,Conventional,1200000,0.851,0.752,0.41,0.536,0.497,0.549,0.645,0.9748,0.94,0.572890026,0.518395179,0.668332292,0.675,0.692,0.872,0.737,0.49488189,0.747983096,0.840909091,0.705,0.808
cait_s36_384,cait_s36_384,in1k,384,0.48,M,68.37,M,ViT,Conventional,1200000,0.854,0.758,0.435,0.575,0.544,0.578,0.677,0.9764,0.938,0.602203423,0.539961941,0.693316677,0.693,0.71,0.8716,0.744,0.514370079,0.763349981,0.863636364,0.721,0.827
cait_xs24_384,cait_xs24_384,in1k,384,0.48,M,26.67,S,ViT,Conventional,1200000,0.844,0.742,0.385,0.518,0.439,0.521,0.617,0.9744,0.934,0.568168404,0.502220108,0.616489694,0.655,0.672,0.8594,0.723,0.481102362,0.731847868,0.795454545,0.683,0.795
cait_xxs24_224,cait_xxs24_224,in1k,224,0.28,S,11.96,S,ViT,Conventional,1200000,0.803,0.691,0.297,0.417,0.152,0.389,0.484,0.9516,0.882,0.490458391,0.437202664,0.337913804,0.537,0.564,0.804,0.663,0.394488189,0.663465232,0.625,0.586,0.729
cait_xxs24_384,cait_xxs24_384,in1k,384,0.48,M,12.03,S,ViT,Conventional,1200000,0.827,0.722,0.34,0.464,0.3,0.457,0.553,0.9628,0.907,0.472162109,0.43609261,0.498438476,0.578,0.6,0.8274,0.683,0.405708661,0.665001921,0.75,0.626,0.757
cait_xxs36_224,cait_xxs36_224,in1k,224,0.28,S,17.3,S,ViT,Conventional,1200000,0.809,0.7,0.307,0.43,0.183,0.405,0.501,0.9562,0.896,0.514459965,0.451633365,0.3766396,0.56,0.586,0.8138,0.657,0.42007874,0.673069535,0.625,0.594,0.73
cait_xxs36_384,cait_xxs36_384,in1k,384,0.48,M,17.37,S,ViT,Conventional,1200000,0.836,0.732,0.359,0.486,0.363,0.485,0.58,0.9674,0.918,0.522722801,0.456866476,0.547158026,0.611,0.632,0.8374,0.702,0.448031496,0.679984633,0.738636364,0.642,0.767
CLIP-RN101-yfcc15m,CLIP-RN101-yfcc15m,yfcc15m,224,0.28,S,0,M,Convolution,VL,15000000,0.3393,0.2926,0.088349152,0.2631,0.161733333,0.201,0.592,0.758,0.707,0.29333071,0.428480812,0.336664585,0.441,0.582,0.088,0.077,0.039370079,0.218209758,0.5,0.209,2.375
CLIP-RN50-cc12m,CLIP-RN50-cc12m,cc12m,224,0.28,S,88.56,M,Convolution,VL,12000000,0.245,0.2282,0.1856,0.3803,0.0621,0.214,0.873,0.605,0.587,0.5010820382,0.5713606089,0.183635228,0.461,0.762,0.1086,0.101,0.08917323,0.37956204,0.36363636,0.233,2.145
CLIP-RN50-cc12m+in1k,CLIP-RN50-cc12m+in1k,cc12m+in1k,224,0.28,S,88.56,M,Convolution,VL,13200000,0.4098,0.3579,0.2357,0.392,0.0695,0.264,0.644,0.7942,0.737,0.5372811332,0.5477323184,0.217988757,0.51,0.642,0.315,0.288,0.17814961,0.43603534,0.52272727,0.356,1.13
CLIP-RN50-in1k,CLIP-RN50-in1k,in1k,224,0.28,S,88.56,M,Convolution,VL,1200000,0.677,0.553,0.192,0.311,0.035,0.273,0.403,0.837,0.76,0.34,0.337,0.161,0.4,0.478,0.697,0.516,0.255,0.507,0.477,0.439,0.63
CLIP-RN50-laion15m,CLIP-RN50-laion15m,laion15m,224,0.28,S,88.56,M,Convolution,VL,15000000,0.351,0.294,0.241,0.425,0.065,0.256,0.729,0.7412,0.693,0.582530002,0.6114811291,0.204871955,0.523,0.706,0.1582,0.123,0.11673228,0.38878217,0.45454545,0.271,1.713
CLIP-RN50-laion15m+cc12m,CLIP-RN50-laion15m+cc12m,laion+cc12m,224,0.28,S,88.56,M,Convolution,VL,27000000,0.3809,0.3296,0.2734,0.4805,0.0932,0.294,0.772,0.7726,0.72,0.632500492,0.673644148,0.267332917,0.573,0.742,0.1728,0.143,0.1287401575,0.4640799078,0.4659090909,0.3,1.736
CLIP-RN50-laion50m,CLIP-RN50-laion50m,laion50m,224,0.28,S,88.56,M,Convolution,VL,50000000,0.42,0.355,0.296,0.5,0.095,0.312,0.743,0.806,0.765,0.64,0.684,0.685,0.694,0.861,0.211,0.155,0.149,0.425,0.477,0.302,1.431
CLIP-RN50-WIT-400m,CLIP-RN50-WIT-400m,wit,224,0.28,S,88.56,M,Convolution,VL,400000000,0.59854,0.5284,0.355,0.6072,0.232,0.497,0.83,0.8998,0.868,0.71237458,0.76435141,0.48157402,0.707,0.786,0.5298,0.435,0.2875984252,0.6285055705,0.5795454545,0.483,0.912
CLIP-RN50-yfcc10m-no-imagenet-classnames,CLIP-RN50-yfcc10m-no-imagenet-classnames,yfcc15m,224,0.28,S,88.56,M,Convolution,VL,15000000,0.127,0.118,0.023,0.071,0.065,0.069,0.543,0.3288,0.293,0.103875664,0.1439898509,0.1555277951,0.174,0.529,0.0344,0.033,0.02145669,0.0964272,0.32954545,0.12,3.488
CLIP-RN50-yfcc15m,CLIP-RN50-yfcc15m,yfcc15m,224,0.28,S,88.56,M,Convolution,VL,15000000,0.324,0.28,0.073,0.223,0.136,0.178,0.549,0.741,0.693,0.582,0.611,0.205,0.523,0.706,0.0864,0.078,0.03248031496,0.2001536688,0.3181818182,0.157,1.817
CLIP-RN50-yfcc2m,CLIP-RN50-yfcc2m,yfcc15m,224,0.28,S,88.56,M,Convolution,VL,15000000,0.119,0.1,0.01,0.066,0.041,0.054,0.454,0.4126,0.388,0.07298839268,0.1447827466,0.1324172392,0.185,0.448,0.0218,0.019,0.01771654,0.08298118,0.23863636,0.09,4.128
CLIP-RN50-yfcc4m,CLIP-RN50-yfcc4m,yfcc15m,224,0.28,S,88.56,M,Convolution,VL,15000000,0.191,0.165,0.026,0.11,0.06,0.09,0.471,0.5646,0.557,0.1717489671,0.2738661592,0.1942535915,0.299,0.53,0.0276,0.034,0.01633858,0.10564733,0.30681818,0.116,4.203
CLIP-RN50x64-wit-400m,CLIP-RN50x64-wit-400m,wit,224,0.28,S,0,L,Convolution,VL,400000000,0.73872,0.6709,0.558568649,0.844133333,0.7064,0.695,0.941,0.9618,0.936,0.879205194,0.92340628,0.839475328,0.895,0.931,0.6748,0.588,0.44468504,0.80138302,0.81818182,0.663,0.983
CLIP-swin_base_patch4_window7-laion150m-LiT,CLIP-swin_base_patch4_window7-laion150m-LiT,laion150m+in1k,224,0.28,S,150.77,M,ViT,LiT,151200000,0.736,0.414,0.633,0.45,0.647,0.536,0.728,,,,,,,,,,,,,,
CLIP-swin_base_patch4_window7-laion15m-LiT,CLIP-swin_base_patch4_window7-laion15m-LiT,laion15m+in1k,224,0.28,S,150.77,M,ViT,LiT,16200000,0.653,0.346,0.59,0.391,0.566,0.473,0.724,,,,,,,,,,,,,,
CLIP-swin_base_patch4_window7-laion400m-LiT,CLIP-swin_base_patch4_window7-laion400m-LiT,laion400m+in1k,224,0.28,S,150.77,M,ViT,LiT,401200000,0.755,0.413,0.639,0.465,0.668,0.546,0.723,,,,,,,,,,,,,,
CLIP-swin_base_patch4_window7-yfcc15m,CLIP-swin_base_patch4_window7-yfcc15m,yfcc15m,224,0.28,S,150.77,M,ViT,VL,15000000,0.335,0.297,0.072,0.236,0.187,0.198,0.591,0.773,0.72,0.281,0.424,0.408,0.458,0.592,0.062,0.063,0.02893701,0.14444871,0.39772727,0.159,2.565
CLIP-ViT-B-32-WIT-400m,CLIP-ViT-B-32-WIT-400m,wit,224,0.28,S,151.22,L,ViT,VL,400000000,0.634,0.563,0.423,0.694,0.316,0.499,0.787,0.9302,0.9,0.86130238,0.880114177,0.490943161,0.783,0.842,0.5908,0.463,0.41358268,0.77564349,0.60227273,0.564,0.955
CLIP-ViT-B-32-yfcc15m,CLIP-ViT-B-32-yfcc15m,yfcc15m,224,0.28,S,151.22,L,ViT,VL,15000000,0.281,0.24,0.06,0.202,0.107,0.152,0.541,0.688,0.626,0.243,0.37,0.272,0.378,0.549,0.0638,0.045,0.03031496,0.17402997,0.42045455,0.167,2.618
CLIP-ViT-g-14-laion2b,CLIP-ViT-g-14-laion2b,laion2b,224,0.28,S,0,L,ViT,VL,2000000000,0.76574,0.6947,0.65137849,0.886966667,0.571733333,0.701,0.915,0.9706,0.948,0.931536494,0.952426261,0.769519051,0.9,0.927,0.7138,0.605,0.53346457,0.88359585,0.78409091,0.702,0.983
CLIP-ViT-H-14-laion2b,CLIP-ViT-H-14-laion2b,laion2b,224,0.28,S,0,L,ViT,VL,2000000000,0.77864,0.7078,0.665409027,0.8934,0.593466667,0.715,0.918,0.9696,0.942,0.934684242,0.956549318,0.795752655,0.907,0.935,0.7284,0.629,0.5738189,0.88897426,0.82954545,0.73,1.002
CLIP-ViT-L-14-336-openai,CLIP-ViT-L-14-336-openai,wit,336,0.42,M,367.32,L,ViT,VL,400000000,0.76482,0.7081,0.609385132,0.8905,0.775866667,0.746,0.975,0.9722,0.942,0.913830415,0.957659372,0.904434728,0.929,0.956,0.7154,0.645,0.46870079,0.84748367,0.94318182,0.726,1.015
CLIP-ViT-L-14-ft-cc12m+in1k-equal,CLIP-ViT-L-14-ft-cc12m+in1k-equal,cc12m+in1k-equal,224,0.28,S,367.32,L,ViT,VL,402400000,0.672,0.611,0.511,0.818,0.558,0.625,0.93,,,,,,,,,,,,,,
CLIP-ViT-L-14-in1k,CLIP-ViT-L-14-in1k,in1k,224,0.28,S,367.32,L,ViT,VL,1200000,0.414,0.33,0.103,0.184,0.051,0.167,0.403,0.622,0.522,0.221,0.215,0.136,0.274,0.441,0.522,0.372,0.201,0.368,0.318,0.315,0.603
CLIP-ViT-L-14-laion2b,CLIP-ViT-L-14-laion2b,laion2b,224,0.28,S,367.32,L,ViT,VL,2000000000,0.75178,0.6776,0.632808662,0.874166667,0.538666667,0.681,0.906,0.9652,0.939,0.923273657,0.944655883,0.758276077,0.891,0.923,0.6922,0.595,0.52952756,0.87130234,0.77272727,0.692,1
CLIP-ViT-L-14-laion400m,CLIP-ViT-L-14-laion400m,laion400m,224,0.28,S,367.32,L,ViT,VL,400000000,0.727,0.654,0.596,0.846,0.465,0.64,0.88,0.9596,0.928,0.902616565,0.933079607,0.680824485,0.861,0.897,0.6498,0.566,0.48937008,0.85170957,0.77272727,0.67,1.031
CLIP-ViT-L-14-WiseFT,CLIP-ViT-L-14-WiseFT,wit+in1k,224,0.28,S,367.32,L,ViT,Wise-FT,401200000,0.853,0.725,0.877,0.631,0.775,0.752,0.882,,,,,,,,,,,,,,
CLIP-ViT-L-14-WIT-400m,CLIP-ViT-L-14-WIT-400m,wit,224,0.28,S,367.32,L,ViT,VL,400000000,0.755,0.698,0.596,0.878,0.708,0.72,0.954,0.967,0.932,0.907731655,0.949888995,0.860712055,0.913,0.944,0.703,0.643,0.45314961,0.84287361,0.86363636,0.701,0.997
CLIP-ViT-L-14-WIT-400m-ft-in1k,CLIP-ViT-L-14-WIT-400m-ft-in1k,wit+in1k,224,0.28,S,367.32,L,ViT,VL,401200000,0.833,0.748,0.56,0.813,0.627,0.687,0.825,0.975,0.948,0.855,0.887,0.77,0.865,0.887,0.8214,0.682,0.501,0.824,0.739,0.687,0.836
coat_lite_mini,coat_lite_mini,in1k,224,0.28,S,11.01,S,Hybrid,Conventional,1200000,0.802,0.69,0.295,0.415,0.145,0.386,0.481,0.953,0.893,0.460358056,0.420869014,0.32854466,0.526,0.552,0.801,0.663,0.377755906,0.625048022,0.556818182,0.556,0.694
coat_lite_small,coat_lite_small,in1k,224,0.28,S,19.84,S,Hybrid,Conventional,1200000,0.824,0.716,0.334,0.459,0.275,0.446,0.541,0.9668,0.91,0.508754672,0.45623216,0.433479076,0.577,0.597,0.8374,0.681,0.43503937,0.666922781,0.613636364,0.599,0.715
coat_lite_tiny,coat_lite_tiny,in1k,224,0.28,S,5.72,S,Hybrid,Conventional,1200000,0.797,0.684,0.288,0.407,0.125,0.376,0.472,0.9474,0.879,0.451898485,0.409609895,0.29481574,0.509,0.537,0.7852,0.621,0.365748031,0.612370342,0.545454545,0.536,0.683
coat_mini,coat_mini,in1k,224,0.28,S,10.34,S,Hybrid,Conventional,1200000,0.822,0.712,0.329,0.454,0.255,0.438,0.533,0.96,0.908,0.492425733,0.409768474,0.434728295,0.561,0.584,0.8342,0.694,0.429133858,0.657318479,0.681818182,0.616,0.738
coat_tiny,coat_tiny,in1k,224,0.28,S,5.5,S,Hybrid,Conventional,1200000,0.803,0.692,0.298,0.419,0.154,0.391,0.487,0.9476,0.89,0.436159748,0.372978116,0.32792005,0.507,0.535,0.811,0.659,0.388188976,0.6212063,0.625,0.573,0.707
convit_base,convit_base,in1k,224,0.28,S,86.54,M,Hybrid,Conventional,1200000,0.826,0.72,0.338,0.462,0.295,0.454,0.55,0.964,0.912,0.546724375,0.503964478,0.470955653,0.608,0.631,0.8462,0.671,0.466535433,0.707260853,0.693181818,0.634,0.749
convit_small,convit_small,in1k,224,0.28,S,27.78,S,Hybrid,Conventional,1200000,0.821,0.711,0.327,0.452,0.251,0.435,0.53,0.9644,0.912,0.530001967,0.470662861,0.427232979,0.585,0.607,0.8278,0.672,0.438582677,0.691509796,0.715909091,0.63,0.761
convit_tiny,convit_tiny,in1k,224,0.28,S,5.71,S,Hybrid,Conventional,1200000,0.784,0.669,0.267,0.39,0.088,0.354,0.452,0.9292,0.837,0.423962227,0.396130669,0.240474703,0.474,0.51,0.7442,0.59,0.336220472,0.601229351,0.488636364,0.504,0.677
convmixer_1024_20_ks9_p14,convmixer_1024_20_ks9_p14,in1k,224,0.28,S,24.38,S,Hybrid,Conventional,1200000,0.776,0.659,0.256,0.378,0.071,0.341,0.439,0.9416,0.871,0.472949046,0.452267682,0.251717676,0.512,0.544,0.7926,0.617,0.404330709,0.670764502,0.556818182,0.562,0.709
convmixer_1536_20,convmixer_1536_20,in1k,224,0.28,S,51.63,M,Hybrid,Conventional,1200000,0.814,0.706,0.313,0.438,0.212,0.417,0.512,0.9606,0.913,0.506000393,0.476688868,0.430980637,0.582,0.606,0.837,0.686,0.433070866,0.676142912,0.659090909,0.614,0.734
convmixer_768_32,convmixer_768_32,in1k,224,0.28,S,21.11,S,Hybrid,Conventional,1200000,0.804,0.693,0.298,0.42,0.155,0.392,0.488,0.9558,0.911,0.484162896,0.457025056,0.369768894,0.555,0.581,0.8352,0.687,0.428149606,0.670764502,0.602272727,0.597,0.715
convnext_base,convnext_base.fb_in1k,in1k,288,0.36,M,88.59,M,Convolution,Conventional,1200000,0.837,0.733,0.36,0.486,0.367,0.487,0.582,0.97,0.926,0.580169191,0.520615287,0.553404122,0.645,0.665,0.859,0.716,0.496456693,0.745293892,0.704545455,0.666,0.775
convnext_base_384_in22ft1k,convnext_base_384_in22ft1k,in21k,384,0.48,M,88.59,M,Convolution,Conventional,14200000,0.865,0.769,0.504,0.656,0.65,0.645,0.746,0.978,0.938,0.763525477,0.659213448,0.585259213,0.736,0.753,0.8394,0.705,0.503149606,0.782174414,0.784090909,0.694,0.827
convnext_base_in22ft1k,convnext_base_in22ft1k,in21k,224,0.28,S,88.59,M,Convolution,Conventional,14200000,0.855,0.759,0.436,0.575,0.546,0.579,0.677,0.9826,0.939,0.760574464,0.657944814,0.681449094,0.76,0.773,0.8546,0.702,0.494685039,0.786016135,0.784090909,0.692,0.81
convnext_large,convnext_large.fb_in1k,in1k,288,0.36,M,197.77,L,Convolution,Conventional,1200000,0.842,0.739,0.376,0.504,0.414,0.508,0.603,0.9732,0.93,0.592760181,0.547573739,0.575890069,0.662,0.68,0.861,0.708,0.519685039,0.752977334,0.795454545,0.694,0.806
convnext_large_384_in22ft1k,convnext_large_384_in22ft1k,in21k,384,0.48,M,197.77,L,Convolution,Conventional,14200000,0.87,0.773,0.523,0.683,0.679,0.665,0.764,0.9816,0.943,0.769624238,0.677450048,0.623985009,0.754,0.768,0.8512,0.711,0.521259843,0.806377257,0.784090909,0.706,0.829
convnext_large_in22ft1k,convnext_large_in22ft1k,in21k,224,0.28,S,197.77,L,Convolution,Conventional,14200000,0.86,0.763,0.476,0.618,0.598,0.614,0.714,0.983,0.943,0.766673224,0.678718681,0.730793254,0.78,0.793,0.8618,0.71,0.508858268,0.793699577,0.795454545,0.702,0.815
convnext_nano,convnext_nano.d1h_in1k,in1k,288,0.36,M,15.59,S,Convolution,Conventional,1200000,0.817,0.709,0.319,0.444,0.236,0.427,0.523,0.957,0.892,0.506197128,0.45258484,0.364147408,0.554,0.579,0.8322,0.669,0.427755906,0.664233577,0.602272727,0.591,0.71
convnext_small,convnext_small.fb_in1k,in1k,288,0.36,M,50.22,M,Convolution,Conventional,1200000,0.829,0.723,0.345,0.469,0.313,0.463,0.559,0.9688,0.921,0.57170962,0.508246115,0.505933791,0.627,0.647,0.8544,0.697,0.486023622,0.737994622,0.681818182,0.651,0.762
convnext_small_384_in22ft1k,convnext_small_384_in22ft1k,in21k,384,0.48,M,50.22,S,Convolution,Conventional,14200000,0.856,0.76,0.442,0.584,0.562,0.587,0.686,0.9752,0.932,0.691324021,0.620044402,0.489693941,0.683,0.7,0.8258,0.675,0.461811024,0.751824818,0.670454545,0.64,0.775
convnext_small_in22ft1k,convnext_small_in22ft1k,in21k,224,0.28,S,50.22,S,Convolution,Conventional,14200000,0.844,0.742,0.389,0.519,0.448,0.525,0.622,0.9798,0.942,0.685421995,0.618300032,0.608369769,0.714,0.729,0.8366,0.693,0.449409449,0.745678064,0.727272727,0.654,0.782
convnext_tiny,convnext_tiny.fb_in22k_ft_in1k,in1k,288,0.36,M,28.59,S,Convolution,Conventional,1200000,0.82,0.71,0.324,0.449,0.243,0.432,0.527,0.9648,0.913,0.534920323,0.504281637,0.434728295,0.597,0.619,0.8414,0.68,0.462795276,0.715712639,0.670454545,0.632,0.751
convnext_tiny_384_in22ft1k,convnext_tiny_384_in22ft1k,in21k,384,0.48,M,28.59,S,Convolution,Conventional,14200000,0.844,0.742,0.39,0.519,0.448,0.525,0.622,0.9608,0.905,0.590989573,0.522359657,0.405996252,0.606,0.631,0.789,0.627,0.400590551,0.655397618,0.477272727,0.54,0.684
convnext_tiny_hnf,convnext_tiny_hnf.a2h_in1k,in1k,288,0.36,M,28.59,S,Convolution,Conventional,1200000,0.816,0.708,0.316,0.441,0.232,0.424,0.52,0.9636,0.913,0.528624828,0.473675864,0.446595878,0.59,0.612,0.844,0.674,0.461417323,0.700345755,0.625,0.615,0.729
convnext_tiny_in22ft1k,convnext_tiny_in22ft1k,in21k,224,0.28,S,28.59,S,Convolution,Conventional,14200000,0.837,0.732,0.36,0.486,0.363,0.485,0.579,0.9734,0.929,0.624237655,0.551696797,0.549656465,0.664,0.682,0.8226,0.663,0.42007874,0.671917019,0.647727273,0.601,0.731
convnext_xlarge_384_in22ft1k,convnext_xlarge_384_in22ft1k,in21k,384,0.48,M,0,L,Convolution,Conventional,14200000,0.872,0.78,0.549,0.732,0.708,0.692,0.794,0.9824,0.944,0.790478064,0.691880748,0.665833854,0.773,0.787,0.8542,0.724,0.53484252,0.806377257,0.806818182,0.718,0.841
convnext_xlarge_in22ft1k,convnext_xlarge_in22ft1k,in21k,224,0.28,S,0,L,Convolution,Conventional,14200000,0.864,0.768,0.49,0.642,0.626,0.632,0.731,0.9828,0.952,0.783985835,0.685061846,0.748282324,0.792,0.806,0.867,0.727,0.522047244,0.802919708,0.852272727,0.726,0.837
crossvit_15_240,crossvit_15_240,in1k,240,0.3,M,27.53,S,ViT,Conventional,1200000,0.822,0.712,0.328,0.454,0.255,0.437,0.532,0.9616,0.904,0.516820775,0.460513796,0.423485322,0.576,0.599,0.8274,0.661,0.445472441,0.696888206,0.636363636,0.61,0.737
crossvit_15_dagger_240,crossvit_15_dagger_240,in1k,240,0.3,M,28.21,S,ViT,Conventional,1200000,0.825,0.717,0.335,0.459,0.285,0.449,0.544,0.9642,0.913,0.529411765,0.467015541,0.461586508,0.593,0.615,0.839,0.682,0.462204724,0.707260853,0.704545455,0.639,0.762
crossvit_15_dagger_408,crossvit_15_dagger_408,in1k,408,0.51,L,28.5,S,ViT,Conventional,1200000,0.842,0.74,0.379,0.507,0.419,0.511,0.607,0.968,0.909,0.498917962,0.442435775,0.495940037,0.587,0.606,0.857,0.704,0.448818898,0.702650788,0.715909091,0.643,0.75
crossvit_18_240,crossvit_18_240,in1k,240,0.3,M,43.27,S,ViT,Conventional,1200000,0.828,0.723,0.342,0.465,0.306,0.459,0.554,0.9666,0.905,0.516624041,0.464954012,0.444722049,0.583,0.603,0.8388,0.683,0.460826772,0.698424894,0.625,0.617,0.736
crossvit_18_dagger_240,crossvit_18_dagger_240,in1k,240,0.3,M,44.27,S,ViT,Conventional,1200000,0.827,0.722,0.341,0.465,0.305,0.458,0.554,0.9692,0.91,0.530985638,0.471614336,0.485321674,0.599,0.618,0.8396,0.688,0.465944882,0.710718402,0.659090909,0.631,0.752
crossvit_18_dagger_408,crossvit_18_dagger_408,in1k,408,0.51,L,44.61,S,ViT,Conventional,1200000,0.844,0.742,0.388,0.519,0.443,0.523,0.62,0.9692,0.907,0.493015935,0.453060577,0.532792005,0.596,0.615,0.8576,0.721,0.470275591,0.71033423,0.715909091,0.654,0.763
crossvit_9_240,crossvit_9_240,in1k,240,0.3,M,8.55,S,ViT,Conventional,1200000,0.781,0.666,0.264,0.387,0.083,0.35,0.448,0.9306,0.832,0.417273264,0.382492864,0.232354778,0.466,0.501,0.7492,0.568,0.327755906,0.610065309,0.488636364,0.499,0.666
crossvit_9_dagger_240,crossvit_9_dagger_240,in1k,240,0.3,M,8.78,S,ViT,Conventional,1200000,0.797,0.684,0.289,0.408,0.126,0.377,0.473,0.9488,0.86,0.459571119,0.42150333,0.296064959,0.509,0.536,0.7848,0.623,0.372440945,0.641951594,0.556818182,0.549,0.7
crossvit_base_240,crossvit_base_240,in1k,240,0.3,M,105.03,L,ViT,Conventional,1200000,0.829,0.724,0.346,0.47,0.313,0.463,0.559,0.967,0.905,0.525673815,0.471138598,0.495315428,0.599,0.619,0.8398,0.669,0.441141732,0.714175951,0.613636364,0.609,0.725
crossvit_small_240,crossvit_small_240,in1k,240,0.3,M,26.86,S,ViT,Conventional,1200000,0.816,0.709,0.318,0.442,0.234,0.426,0.522,0.9594,0.902,0.508361204,0.447827466,0.401623985,0.565,0.589,0.824,0.667,0.437795276,0.693814829,0.625,0.606,0.735
crossvit_tiny_240,crossvit_tiny_240,in1k,240,0.3,M,7.01,S,ViT,Conventional,1200000,0.785,0.67,0.27,0.394,0.091,0.356,0.454,0.9296,0.841,0.414322251,0.374405328,0.248594628,0.47,0.506,0.7436,0.578,0.323228346,0.590472532,0.545454545,0.509,0.685
cs3darknet_focus_l,cs3darknet_focus_l,in1k,288,0.36,M,21.15,S,convolution,Conventional,1200000,0.807,0.696,0.304,0.427,0.17,0.399,0.494,0.9536,0.886,0.481408617,0.432921028,0.281698938,0.521,0.546,0.819,0.644,0.416732283,0.651555897,0.522727273,0.559,0.683
cs3darknet_focus_m,cs3darknet_focus_m,in1k,288,0.36,M,9.3,S,convolution,Conventional,1200000,0.776,0.658,0.255,0.377,0.069,0.34,0.438,0.9346,0.864,0.454849498,0.420551855,0.193004372,0.483,0.517,0.7778,0.612,0.369488189,0.623895505,0.465909091,0.518,0.666
cs3darknet_l,cs3darknet_l,in1k,288,0.36,M,21.16,S,convolution,Conventional,1200000,0.81,0.7,0.307,0.43,0.183,0.405,0.5,0.9538,0.9,0.497737557,0.443704408,0.282948157,0.531,0.557,0.8232,0.667,0.422047244,0.658086823,0.511363636,0.565,0.686
cs3darknet_m,cs3darknet_m,in1k,288,0.36,M,9.31,S,convolution,Conventional,1200000,0.781,0.664,0.263,0.386,0.08,0.348,0.446,0.9382,0.871,0.45307889,0.410085633,0.209868832,0.486,0.518,0.782,0.615,0.367125984,0.612754514,0.443181818,0.51,0.652
cs3darknet_x,cs3darknet_x,in1k,288,0.36,M,35.05,S,convolution,Conventional,1200000,0.82,0.71,0.325,0.45,0.244,0.432,0.527,0.9586,0.9,0.483572693,0.447827466,0.339787633,0.543,0.566,0.843,0.684,0.427362205,0.671148675,0.579545455,0.591,0.701
cs3edgenet_x,cs3edgenet_x,in1k,288,0.36,M,47.82,S,convolution,Conventional,1200000,0.824,0.717,0.334,0.459,0.283,0.448,0.544,0.96,0.913,0.514656699,0.461782429,0.373516552,0.566,0.59,0.8408,0.692,0.459448819,0.699193239,0.613636364,0.616,0.733
